category,subject,statement,date_as_written,date_iso,citation,verbatim_quotation
event,Joda; Velasco; Dock; J. M.; Mr Bell,Joda arrived 18 April 1865; George returned from Velasco; thread sent by J. M.; flour speculation (600 lbs) to send by Joda; side saddle for Laura from Houston,April 21st 1865,1865-04-21,06-069-P02,"We were somewhat surprised last tuesday evening — the 18th by the arrival of Joda ... suppose you have written by mail since your return from Velasco. I am anxious to hear something about Dock ... The thread you sent by J. M. was very acceptable, it will save me many a turn of my ""Piano."" ... It is to send down some flour by Joda that Laura and I have. There is only six hundred pounds of it ... I would like for you to look around a little, and see if a side saddle could be got in Houston. Laura is very anxious to get one"
event,Laura,"Teaching school away from home, 16 to 19 scholars",April 1865,1865-04,06-070-P01,"I recd a letter from Laura this evening. she seems to be very well satisfied in her new situation. says she has from 16 to 19 schollars, with a prospect for more. I suppose it is better than to be carding and spinning"
person,Cousin Mollie; Mrs. Bishop; May; Kirkham,Cousin Mollie at school at Liberty; Mrs. Bishop from Dallas teaching there,April 22 1865,1865-04-22,06-070-P02,She is going to Liberty; A mrs. Bishop is teaching there now. She is from Dallas ... could teach almost every thing the Dead Languages included. But May says it is with difficulty she can find the answers in old Kirkham
event,Stiles boys; Stanley; Jim Floyd; Mrs Campbell; Jennie Bell,Horse theft; deserter Stiles boys; one hung on the limb Stanley was hung on; party of 8 or 10 men; 'I dread the consequences of this mob law',April 1865,1865-04,06-070-P02; 06-071-P01,"Several horses have been stolen, and two Stiles boys who lived over in the neck and were deserters, were suspected. A company of men got after them, and caught one of them — the Youngest; he acknowledged to stealing and said his brother was concerned in it. They hung him on the same limb Stanley was hung on — so we have heard. ... Last Sunday morning a party of 8 or 10 men passed Mrs Campbells — aunt [[Bats?]] house — with one of the Stileses. Jim Floyd was one of the party. ... Perhaps they merited death, but I dread the consequences of this mob law. We know not, but this is the beginning of terrible times. I hate the thought that Brushy should be the place of the beginning of such things."
person,[[Foythe?]] (Fayette); Bob,"Fayette not returned; Bob chills, seeking furlough",April 1865,1865-04,06-071-P02,"[[Foythe?]] has not yet returned; the last news from them, Bob was having the chills, and was trying to get a furlough to come with F."
event,Henry and Ellen; Father,Henry and Ellen went up (home) last Wednesday; Henry helped Father sow grass seed; stove set up; well cleaned,April 1865,1865-04,06-072-P01,"Henry and Ellen went up last wednesday, so we are once more by our selves. Henry helped Father to sow his grass seed before he went away. They have got the stove set up ... They got the top of the well, a good many old shoes and large rocks and a Young possum out of the well."
church,brother Methodist Jones; Liberty,Will hold forth at Liberty; Lizzie has not heard a discourse since 1 March,April 1865,1865-04,06-072-P02,"Tomorrow, brother Methodist Jones, will hold forth at Liberty. I will try to attend as I have not heard a discourse since the 1st of March."
person,Joda; [[Fran?]]; Warren,Joda at home plowing; two letters from [[Fran?]] dated 26 March; love to Warren,April 1865,1865-04,06-072-P03; 06-072-P04,"Joda says tell you he is at home safe, and a plowing. ... We recd two letters from [[Fran?]], last dated 26th of March. He is very anxious to come home ... With best love to Warren and yourself I remain Lizzie"
person,Jeppe; Mr Rutherford; Mary Burkhead; Theodore Wylie; Miss Mattie; Sis,Jeppe bought Laura's pony going to San Antonio; nag bought from Mr Rutherford; George's 'almost rude word' to Sis,March 20 [year not given],,06-074-P01; 06-075-P02; 06-075-P03,"Jeppe bought Laura's pony when he went to San Antonio I consider him a poor horse ... You say ""Sis sends her respects to me, ask her what I must do with them."" ... we bought her from Mr Rutherford, father of the one that married Mary Burkhead; If you remember, Mr Rutherford bought out Theodore Wylies; and by the by he has a daughter just ""Sweet Sixteen"" Miss Mattie"
event,Lizzie to George,Advice on George's handwriting and spelling; letters marked 'Due ten cents',,,06-074-P02; 06-074-P03,"I know you know how to spell, but you sometimes leave out letters, which causes [[deleted: them]] [[inserted: words]] to be spelt wrong. ... your letters are sometimes marked ""Due ten cents""."
event,Mr Graves; Thos; Joe,Joe taken prisoner and paroled by the Feds,March 20th,,06-074-P05,March 20th all well today Mr Graves Thos Uncle came over to work this morning they say Joe has got home he was taken prisner and Paroled by the Feds.
person,Mr. Graves; Dolpheus; Laura,Laura's fragment: Mr. Graves planting corn; the boy whose hand was mashed off,Thursday 28 [Apr.],,06-077-P01; 06-078-P01; 06-078-P02,Thursday 28. Mr. Graves commenced planting corn ... I did not send one by Dolpheus / In your next give us the name of the Boy that got his hand mashed off. ... Affectionately / Laura
event,Battle below Shreveport,"Fragment: fight below Shreveport, two thousand prisoners; slip says Reb capture of 2000 prisoners",17th,,06-079-P01; 06-080-P01,"— Tells of battle / below Shreveport — / with Reb capture of / 2000 prisoners ... 17th We [[illegible]] just [[illegible]] us [[illegible]] fight below Shreveport. [[illegible]] says we [[illegible]] two thousand prisoners, five [[illegible]]. [[deleted: cannon]] [[illegible]] forty"
church,Sunday school,Sunday school commences today; 'all well on Brushy',,,06-081-P02,Sunday school commences to day I dont expect to attend much. This leaves all well on Brushy.
event,Laura (per slip) to George,"Slip: Feb. 11, 1865(?); letter dated Feb 1st 1865 'By the fire Sandy'; run on Blazes leading Jenney; spinning; Lizzie & Jeannie deserted us",Feb 1st 1865,1865-02-01,06-082-P01; 06-083-P01; 06-083-P02; 06-084-P01,By the fire Sandy / [[illegible]] Feb 1st / 1865 / Dear George ... I had quite a run on Blazes leading Jenney ... Spinning is my constant employmen at home ... Lizzie & Jeannie have entire deserted us ... Keep out of mischief dont forget [[how Lol?]]
event,"Lizzie to George, letter No. 8","Brushy, Thursday night April 14 1864; the Dr.; all well on Hack except Joe; Jeppe coming down; Beck and [[Wash?]] from Grape Vine Springs because water is scarce; Ellen wants to [[sell?]] out and move to this neighborhood; militia service ten days out of forty; deserters at [[Tyler?]]; Mrs White presented a six shooter",April 14th 1864,1864-04-14,06-086-P01; 06-086-P02,No. 8 / Brushy Texas / Thursday night April 14th 1864 / Dear brother — ... They were all well on Hack except Joe ... Jeppe will be coming down [[illegible]] here now. Beck and [[Wash?]] have had to come [[illegible]] from Grape Vine Springs. On account of water being so scarce ... They only have to [[illegible]] ten days out of every forty. He thinks if he [[illegible]] Ellen he will be exempt on account of [[illegible]] militia. ... Mrs White presented a six shooter and told them if they advanced she would shoot them. so they did not take Mr White. Hurrah! for some of the women dont you say so.
event,Joda; Watts; Ingeville; Johnson; John Turney,Turkey hunting; pet deer; panther; six mule team,15th [April 1864],1864-04-15,06-087-P01,"[[Colburn?]] came to stay all night to go a turkey hunting with Joda in the morning, but was disappointed as Joda went to Dallas to day to see Watts having failed to see him at Ingeville as he went to Johnson ... You ought to be here to hear the turkeys gobble of a morning and see some of our beautiful pet deer. ... which [[illegible]] we suppose to be a panther. ... On the subject of John Turneys, the people of [[Tennessee?]] are anxious that he shall get a six mule team"
event,Genl McCullough; William Duff; Jno Smith; Rome,Peace questions; the cotton trade; McCullough's rendezvous trap capturing 200 men; Rome to Wax. seeking to drive a team San Antonio to Eagle Pass,April 15 1864,1864-04-15,06-087-P02,"You say dont get too fast on the peace questions I will not, for I never was as sanguine as Father and [[Louisa?]] ... But I always have and always will think there is something wrong about this cotton trade. ... Genl McCullough ... two hundred of them had arrived when they were surrounded by a Regmt and taken prisoners ... [[deleted: among them William Duff and his]] nephews Jno Smith who have returned to this section ... Rome has now gone to Wax. with a waggon master ... to try to get to drive a team from San Antonio to Eagle Pass."
relationship,Lizzie Douglas; George Douglas,"Slip: Nov. 13, 1864; mentions Henry & Ellen's safe return, prisoners at Tyler, plastic surgery","Nov. 13, 1864",1864-11-13,06-088-P01,"To George Douglas / from / Lizzie Douglas / Nov. 13, 1864 / — / mentions Henry & / Ellen Douglas safe / return. / Speaks of prisoners at / Tyler, Tex. / Tells of plastic surgery"
church,"Liberty; Mrs Justin's funeral; Haynes, Justin, Maley, White, Berry","Funeral sermon at Liberty from Hebrews 11:4, two hours, much on depreciation of the currency; the Colony; Shilo",Nov. 13th 1864,1864-11-13,06-089-P02,"This morning Lou and I went to meeting to Liberty to hear Mrs Justins funeral preached; it was to have been preached at the Colony last Sunday ... Five preachers: Haynes, Justin, Maley, White, and Berry. Mr Haynes gave us a long tedious discourse from the last clause of the 4th vs. of the 11th ch. Hebrews. He spoke fully two hours, and a good portion of his sermon was about the depreciation of the currency"
event,Aunt Bettie; Betsy,Aunt Bettie moved (to Arkansas) on the 10th [Nov 1864] taking Betsy and chickens,Nov 10 1864,1864-11-10,06-089-P02; 06-090-P01; 06-092-P04,"We assisted aunt Bettie in getting ready to move ... She got off on the morning of the 10th / She took Betsy and chickens, left the spinnack and what few cows she had ... Aunt Bettie told me to tell you to write to her [[illegible]] Ark."
money,Father (N. L. Douglas),Bought a sow and five shoats for ten dollars specie; reserved twenty acres for corn and hungarian; Gibson to raise wheat for a fourth,Nov 1864,1864-11,06-090-P01,"Father bought a sow and five shoats from her for ten dollars specie, so I reckon we are safe in the meat line for another year ... Father has reserved twenty acres for [[corn?]] and hungarian. ... he was just to raise the wheat, cut it and thrash it and put a fourth in the granary."
event,The well,Well waters a dozen mules and horses,Nov 1864,1864-11,06-090-P01,The well holds out finely about a dozen mules and horses are watered out of it twice and three times a day.
event,Old Abe; [[Childsy?]]; Mc. Clelland,Lincoln's election; four more years of war feared,Nov 1864,1864-11,06-090-P01,"If I had any hopes of the war ending soon I would feel so much better but from the tone of the papers, we need not look for peace in four more years. Old Abe is elected in all probability and [[Childsy?]] thinks it is best for if Mc. Clelland is elected says he, propositions will be made which some of the States will accept, and then we are ruined."
person,[[Childsy?]]; Mr Grounds,Soldier visitors from George's camp,Nov 1864,1864-11,06-090-P02; 06-091-P01,"[[Childsy?]] was nearly frozen, but a warm fire soon set him to talking, and he and Mr Grounds (a soldier that came with him) kept us laughing ... you and Joda had talked so much about him"
event,Henry and Ellen; Warren; Beck; Griffin,Henry and Ellen started home 8 Nov 1864; Warren expected with Beck; 'Griffin or somebody else must have a particular spite at Warren',8th [Nov 1864],1864-11-08,06-091-P02,"Henry and Ellen started home on the 8th, all well and hearty. we have not heard from Warren but look for him and Beck down. Griffin or somebody else must have a particular spite at Warren. If he did not get his furlough lengthened, his stay at home will be short."
unit,Dock [[Wyrman?]]; Ed Dickson,"Dock in Co. G, Bates' Reg at Velasco; 'I am a peace man, let it come as it may'; Ed Dickson at Tyler guarding prisoners",10th Oct 1864,1864-10-10,06-091-P02,"We recd a letter from Dock [[Wyrman?]] not long since, dated 10th Oct. He had just got Fathers letter and the socks we sent by Ed Dickson. ... He belongs to Co. G. Bates' Reg which is stationed at Velasco ... He winds up his letter by saying ""I am a peace man, let it come as it may."" Ed Dickson is now at Tyler guarding prisoners."
event,[[Rome?]]; Sister,Rome tells Sister to buy two more wagons and come to San Antonio in the spring,Nov 1864,1864-11,06-091-P02,"[[Rome?]] it seems has a notion of hanging on to the service. The last letter Sister got from him he told her to buy two more waggons (a horse and an ox waggon) and come to him in the spring. Sister is mightily pleased, she has been wanting to leave here a long time. She thinks she can rent a house in San Antonio and send the children to school"
event,Jeppe; Warren; Beck,"Jeppe arrived 15 Nov 1864, going to San Antonio with wool; Warren cannot bring Beck; will be here 10 Dec on his way back to Sabine",Wednesday 16th [Nov 1864],1864-11-16,06-092-P01,"Jeppe got here yesterday he will only stay down a few days, as he is going to San Antonio with a load of wool as soon as he returns. Henry and Ellen [[inserted: had]] got back safe. Warren not got down; he can get no conveyance to bring Beck down while he stays; he wrote he would be here on the 10th of Dec. on his way back to Sabine. I suppose he got his furlough lengthened."
event,Mr. Marshall's family; Lou's house,"Family from Arkansas, two sons and six daughters; 'the feds treated them better than our folks'",Nov 1864,1864-11,06-092-P01,On last monday Mr. Marshalls family [[deleted: was]] rolled in from Ark. composed of two sons and six daughters. ... The jayHawkers were the only ones that pestered them much. They say the feds treated them better than our folks. The old man has rented Lous house for them
event,[[Lidda?]] Baker; Dr. Mc. [[Curdy?]],Gold nose covered with forehead skin,Nov 1864,1864-11,06-092-P02,As an other item of news I will tell you about [[Lidda?]] Bakers nose. Dr. Mc. [[Curdy?]] is making her a new one; he made a gold nose and then cut a piece of skin out of her forehead and twisted it around and covered the gold. ... He says he is going to make her a lip when her nose gets well and then take her for pay.
event,Jane Green,Died of pneumonia,Nov 1864,1864-11,06-092-P03,Jane Green died last Saturday night with pneumonia.
relationship,Lizzie Douglas; George Douglas,"Slip: Feb. 19, 1864; mentions Jim Orr's letter, wounded at Chickamauga; deserters; Quantrill's Raiders","Feb. 19, 1864",1864-02-19,06-093-P01,"To George Douglas / from Sister / Lizzie Douglas / Brushy — / Feb. 19, 1864 / [[deleted: Letter no. 4]] / mentions Jim Orr's / letter — wounded at / Chickamauga. / describes war & / Lizzie also speaks of / deserters — / Quantrills Raiders"
event,Fayette; M Orr; Jim; Tole Hamilton,Letters from Fayette and Jim; Jim slightly wounded at Chickamauga; Tole Hamilton fell at Ringold,Feb. 19th 1864,1864-02-19,06-094-P02; 06-094-P03,"Laura got a letter from Fayette, M Orr one from Fayette, Mary and I one apiece from Jim. / They have come safely through all the fights except the slight wound Jim rec. at Chickamauga. ... Jim says ""he can stand the fatigue and hardships all very well, till it comes to the fighting fighting, and then when he sees his comrades falling around him, it is all he can do to persuade himself not to run."" Tole Hamilton fell at Ringold, in the retreat. he was shot through the breast, and only lived a few minutes. ... He leaves a widow and child."
event,Goodloes (Aquilla's sons); Squire; uncle [[Givans?]]; Charly Brown; Will; Will G.; Will Brown; Mary G.; Billy,Two Goodloes deserted; Squire 'safe over the Border'; Will safe in a Northern clime,Feb 1864,1864-02,06-094-P03; 06-095-P01,"The boys write home that two Goodloes (Aquilla's sons) have deserted. And whose name do you expect to hear [[illegible]]? Tell no other than Squire. ... But Squire is safe over the Border, where a many another poor Dixie boy wishes he was I expect. ... Charly Brown has written to them, that Will is safe with his kindred in a Northern Clime ... Mary G. is perfectly satisfied about Billy. ... He was at Chicago when Charly heard from him"
unit,George's battalion; Joda; Tom [[Warthen?]]; Gurley's reg.; Murray's Texas Co.,Joda thinks George's battalion disgraced; guard round Gurley's regiment; Murray's Texas Co. all left but sixteen,Feb 1864,1864-02,06-094-P03,"From the tone of Jodas letter, he seems to think your Batt. is disgraced worse than any other body of men in the Army, but he is behind the times ... Tom [[Warthen?]] writes home that they have to keep a guard round Gurleys reg. to keep them from deserting. We hear there all of Murrays Texas Co. have left but Sixteen."
event,Quantrill's men; [[Sherrol?]],Men in the Confederacy who murder for money; Sherrol's tales of killing union men,Feb 1864,1864-02,06-095-P02,"I think there are men in this Confederacy, mean enough to perpetrate any and all of the crimes committed by him, and that for less motive, than Quantrills men were actuated by. ... But there are men in this confederacy who murder for money and I have some reason to believe, that [[Sherrol?]] is one of them. ... Such as going to a union man's house, passing himself off for a union man get into the others Sentiments, then draw out his pistol and shoot him down."
event,Jim White; militia,Militia armed with sticks,Saturday night 20 [Feb 1864],1864-02-20,06-095-P03,"Jim White says the militia [[illegible]] are armed with sticks. ... he says his command had guns as they were dismounted Cavalry, but some of them were actually armed with sticks for guns."
person,Emmie; uncle Geo.; Cousin Mollie; Laura; baby May; Ellen,"Emmie asks uncle Geo. for little letters; George's poems 'We are growing old' and 'O would I were a child again'; the baby, blue-eyed little May",Feb 1864,1864-02,06-095-P04,"I asked Emmie what to tell uncle Geo. she says tell he do write me little letters. Cousin Mollie is here to night. ... Laura wishes to know if you completed ""We are growing old"" and ""O would I were a child again"" they are beautiful verses. I never once told you a word about the baby. She is a very pretty, blue eyed fair skinned little May. ... Ellen and Emmie have grown a great deal since you left. Ellen can spin pretty well on two spindles."
relationship,Lizzie; George; Lafayette Orr; Henry Orr; Cynthia; Jim Orr; Uncle Alfred,"Slip: June 28, 1864, Letter no. 18: Lafayette Orr prisoner of war, through Henry Orr's letter to Cynthia & Jim Orr; death of Uncle Alfred (manuscript numbered No. 13)","June 28, 1864",1864-06-28,06-096-P01; 06-097-P01,"— Tells of hearing from / Lafayette Orr as / prisoner of war thru / Henry Orr letter to / Cynthia & Jim Orr / — Tells of death of / Uncle Alfred ... No. 13. / Brushy, June 28th 1864."
event,Uncle Alfred; Aunt Bettie; Mr Orr; Henry,"Uncle Alfred died late Sunday evening 5 June 1864, 18 days after being wounded; Aunt Bettie fainted; Mary Orr and Lizzie sat with her",5th of this month [June 1864],1864-06-05,06-097-P02,"I have sorrowful news to tell you this morning. Uncle Alfred is dead. Mr Orr recd a letter from Henry yesterday, confirming what we had heard before. He died late Sunday evening the 5th of this month, just 18 days after he was wounded. Poor Aunt Bettie is allmost crushed beneath the blow. As soon as she heard it was really true, she fainted away"
event,Uncle Alfred's wound,Bone fractured below the knee cap,June 1864,1864-06,06-097-P03,"the bone had been considerably fractured, just below the knee cap, and upon pressing it a good deal of matter run out with the oil of the knee cap."
event,Uncle Alf; John Morgan; Docter Gardner; Bob [[Head?]]; cousin Gran; Bob; Thos. Harper; Parsons men; Coz G,"'I just want to get into one big fight, that will do me'; buried between John Morgan and Docter Gardner; Bob says he was the coolest man in the company; Parsons' men to Houston",June 1864,1864-06,06-098-P01,"Poor Uncle Alf. when he told Lou and me goodbye he said ""I just want to get into one big fight, that will do me."" But now he sleeps between two comrades in arms — John Morgan, and [[deleted: illegible]] [[inserted: Docter]] Gardner. Bob [[Head?]] and his lady called upon us ... He says Uncle A. was a good soldier — he watched him during the fight and he appeared to be the coolest man in the Co. Henry writes that cousin Gran is able to walk some ... Thos. Harper got in the other day, he says Parsons men have been ordered to Houston."
church,Methodists at Liberty; Parson Sansom; [[Coltr V.?]],"Methodist meeting at Liberty, seats moved under the trees; dinner on the ground",June 1864,1864-06,06-098-P02,"Well the Methodists are having another grand time at Liberty; their meeting commenced last Thursday night ... they had to move the seats out under the trees. ... Parson Sansom preached in the morning, [[Coltr V.?]] in the evening. Had a splendid dinner on the ground and pretty girls were plenty"
event,Old Mrs [[Liz?]] Hawkins; Old Mr Love; Old man Durst; widow Smith of Johnson Co; Sweet; Jim,Marriages; widow Smith reported to have a hundred negroes; Jim reported gone to the Feds,June 1864,1864-06,06-098-P03,"Last Sunday night Old Mrs [[Liz?]] Hawkins and Old Mr Love were united in the bonds of matrimony; and not long since, Old man Durst and a widow Smith of Johnson Co; It is reported she has a hundred negroes. ... I saw Sweet Sunday, it is reported that Jim has gone to the Feds, but I hardly think he would marry and go right straight off and leave his wife."
event,Fayette; Jim; George's 24-page letter,Fayette's letters via Henry; men reenlisted 'for 50 years or during the war'; George's letter of 24 pages foolscap giving an account of himself since entering the service,June 1864,1864-06,06-098-P03; 06-098-P04; 06-099-P01,"I recd two letters from Fayette yesterday which Henry had recd and sent home. ... the most of them have reenlisted for 50 years or during the war. He says Jim is as lazy as he can be ... He said he had just recd your letter of 24 pages foolscap giving him an acct of yourself since you entered the service; that you had used up Walker and Websters besides using various / ""Technical terms"""
event,Baby Sarah; Gale; Mother; sister,Baby (Jesse's daughter) named Sarah by Gale; Mother took her to sister's because of mosquitoes,June 1864,1864-06,06-099-P02,"Mother took the little baby over to sisters nearly a week ago to stay till they disappear some. We will call the baby Sarah. I do not think it is a pretty name, but Gale named her that."
church,Mary Jeffers; the Colony presbyterian meeting; John Andrews; Adolphus (Delphus),Meeting continuing; John Andrews and Adolphus home to cut wheat; the little book sent to Ellen,June 1864,1864-06,06-099-P03,"Little Mary Jeffers is the only one that has professed yet ... Big presbyterian meeting commences at the Colony to morrow. John Andrews and Adolphus are at home now got here home to cut wheat. ... We recd yours of the 9th the other day, also the little book to Ellen."
relationship,Sue Bell; Lizzie Douglas; George,"Slip: to Brother (George) from Sue Bell & Lizzie Douglas, Aug. 19, 1864, Letter no. 16","Aug. 19, 1864",1864-08-19,06-100-P01,"To Brother (George) / from Sue Bell & Lizzie / Douglas / Aug. 19, 1864 / Letter no. 16"
event,Sue (at Liberty school house); Mr. Rockett; Joda; [[W?]] Jones; Henry; Rome,Sue teaching at Liberty school house; paper sent; Rome hauling cotton below San Antonio for Laredo; promise of hauling to Matamoras,August [[18th?]] 1864,1864-08-18,06-101-P01; 06-101-P02,"Liberty school house / August [[18th?]] 1864 No 16 ... Mr. Rockett came in this morning, and handed Me a roll of paper which I suppose you must have sent ... [[Sue?]] had just recd a letter from Rome. They were four miles below SanAntonio loaded for Laredo. ... After they get back to San Antonio they have the promise of hauling to Matamoras"
event,Sue; Lizzie Graves; Liberty Spring; Miss Beckett; Sabine fleas,Lizzie Graves the only girl of her age at school; old Liberty Spring; fleas 'as thick as flies down at Sabine'; Parson Justin's wife died,Aug 1864,1864-08,06-102-P01,[[illegible]] and Lizzie Graves are the only girls of my age ... the old Liberty Spring. We go there [[illegible]] every day to eat our dinner ... plenty of fleas. They are about as thick as flies down at Sabine ... I heard this morning of the death of Parson Justins wife she died yesterday
church,Bro Goodwin; spelling match,Bro Goodwin and the boys arranged benches for a spelling match,Saturday evening [Aug 1864],1864-08,06-102-P02,"Bro Goodwin and the boys took down the stove, and moved the benches round generally ... then began the bustle of spelling."
relationship,Ann & Cynthia; aunt Catherine; Warren Payne; Preston Payne,"Warren Payne dying, youngest child of Preston Payne, taken by aunt Catherine at nine days old; chronic diarrhoea; nearly 17 months",Aug 1864,1864-08,06-103-P01; 06-103-P02,Ann & Cynthia have just passed by going from aunt Catherines and say Warren Payne is dying ... Warren Payne is the youngest child of Preston Payne whom aunt [[inserted: Catherine]] took when he was only nine days old ... His disease was chronic diarhea.
unit,Lynn Norman; Eppa; Sibley's Brigade; Gran Jetter (Jetton); Mr. Chappell; Bob; Ada Chappell; Dock,"Lynn Norman home on furlough from the Rio Grande, to report at Sabinetown 8 Sept; Eppa's regiment ordered to Arizona; Gran Jetton digging a well, patriotism cooled; Chappells 'violent secesh'; Dock deserted",Aug 1864,1864-08,06-103-P02,Lynn Norman is at home on furlough; he has been out on the RioGrande for some months but is on his way to La. He has to report at Sabinetown on the eighth of Sept. He says the Reg. to which Eppa belongs has been ordered to Arizona. Another wildgoose chase like that of Sibleys Brigade. Gran Jetter is still at home. ... His patriotism has cooled down several degrees below zero. ... Miss Ada Chappell is living at Gran Jettons ... for Dock deserted and went home from La. last fall
person,Ellen and Laura [[Coffy?]]; Mrs [[Graithwaite?]]; Jennie Bell; uncle Johny; Joe Witherspoon; Mr and Miss Anthony; uncle Joe; Tom Witherspoon,Sat up till two o'clock; Tom Witherspoon home with a hole in his head,August 21st [1864],1864-08-21,06-104-P01; 06-104-P02,"Ellen and Laura [[Coffy?]] Mrs [[Graithwaite?]] Jennie Bell and uncle Johny Joe Witherspoon and Mr and Miss Anthony were at uncles Joes. ... Tom Witherspoon is now at home with a hole in his head large enough to put your thumb in, the covering of his brain can be seen."
unit,George Douglas; Walker; Lt. Allen,"George's furlough number 13; 'Now that Walker is in command, perhaps more men will be furloughed'; Lt. Allen reported shot on the 5th",Aug 21 1864,1864-08-21,06-104-P02,"I suppose you were so badly disappointed is the reason you said nothing about drawing for a furlough. If it is number 13. I want to know something about when your time will come to get off. ... Now that Walker is in command, perhaps more men will be furloughed. The paper said Lt. Allen was shot on the 5th but as you said nothing about it in yours of the 7th I suppose it is not true."
person,Ruth ('sisters black girl'); May; Sam; Mr [[Grames?]]; Mr Grounds; Cousin Dock; Ed,"Ruth, sister's black girl, hired for two or three months; socks for Cousin Dock by Ed",Aug 21 1864,1864-08-21,06-104-P02; 06-104-P03,"Mother and Sue have gone to Mr [[Grames?]] Father to Mr Grounds to take some socks to send to Cousin Dock by Ed. Laura did not come home so I am here by myself, except Ruth, sisters black girl whom we have hired for two or three months. I must go down and stay with May to day ... I hope Sam will get your letter at the P O to day"
relationship,Gail Douglas; Jesse Douglas; Sarah Gale Douglas; Eveline Gale (Manly) Douglas,"Slips: Letter no. 9, April 30, 1864: death by childbirth of Gail Douglas, wife of Jesse Douglas; second slip: birth of Jesse's daughter Sarah Gale Douglas and death of her mother Eveline Gale (Manly) Douglas, April 23, 1864","April 23, 1864",1864-04-23,06-105-P01; 06-105-P02,"— Tells of the death by / Childbirth of Gail Douglas, / wife of Jesse Douglas. ... AUNT LIZZIE TO UNCLE GEO. IN ARMY / REGARDING BIRTH OF JESSE'S DAUGHTER, / SARAH GALE DOUGLAS, AND DEATH OF HER / MOTHER EVELINE GALE (MANLY) DOUGLAS, / APRIL 23, 1864."
event,Jeppe; Gail; Mother; Sue; Henry; Hack,Jeppe again a widower; Gail died Saturday 23 [April 1864]; Mother brought the baby home; Jeppe would give it to Sue and Lizzie; 'Jeppe is fated to a life of trouble'; Henry brought Mother home from Hack,April 30th 1864,1864-04-30,06-106-P02,"I have sad news to communicate this time; Jeppe is again a widower. Gail died last Saturday (23d). Mother got home yesterday and brought the little baby with her. It is the poorest least one I ever saw ... Mother says Jeppe told her he would give it to Sue and me, poor little orphan, we will all do all we can for it. It seems that Jeppe is fated to a life of trouble. Henry brought Mother home, and left all the balance well on Hack."
church,"Bro Jones; Marshall (Methodist preacher, Ark renegade); Parsons Austin and Haynes; Mary Freeman; Mary Gram",Bro Jones preached three sermons; Austin 'honestly differed on a few points'; Jones met Mr. Stone and preached for the soldiers when they left Dallas,April 1864,1864-04,06-106-P03; 06-107-P01,"Bro Jones preached three very good sermons. ... he is a methodist preacher, and [[inserted: an]] Ark renegade his name is Marshall. Parsons Austin and Haynes were both there. ... Austin made a few remarks after Jones got through ... He did not court controversy or debate, but he honestly differed on a few points. ... Jones says when you all left Dallas, he [[illegible]] Mr. Stone and preached once for you somewhere on the road."
event,Joda; Fields; Tarrant; Roxana; Mansfield; Sir; Wax.; Bow; Milligan,Joda got transportation (ox train) from Fields to haul to Milligan; things sent by way of Waxahachie,April 1864,1864-04,06-107-P02,"Joda after some difficulty has succeeded in getting transportation. Fields did not like to grant it, but at last consented ... Joda has now gone to Tarrant to have the things brought down Roxana to Mansfield; he said he would get Sir to come by Wax. so we could send your things over. ... We are very sorry he has to take an ox train as it will take so long to get to Milligan; but he could do no better as Fields positively refused to let him have a mule train."
relationship,Lizzie Douglas; George Douglas (Galveston),"Slip: Sept. 6, 1864, Letter no. 16, to George Douglas, Galveston; discussion not to hold union church meetings; Fayette & Jim prisoners, entire brigade captured","Sept. 6, 1864",1864-09-06,06-108-P01,"To George Douglas / Galveston, Texas. / from Sister / Lizzie Douglas / Brushy Creek / Sept. 6, 1864 / Letter no. 16 / — Mentions discussion / not to hold union / Church meetings / in community / — Speaks of Fayette & / Jim (Orr) being / held as prisoners / entire brigade captured"
person,Mr. Collins; Lou; Frances Blair; Thomas,George's letter of 10 Aug and knife by Mr. Collins; letter from Frances Blair; Thomas not yet in the service,Sept. 6th 1864,1864-09-06,06-109-P02,"Last thursday I went up to the Office, and got yours of 10th ult. also the knife you sent by Mr. Collins ... I also received one from Frances Blair, who by the way is as good at letter writing, as conversation ... Thomas has not yet gone into the service."
event,Jeppe; Henry (Dr); Daniel H. Willbanks; Sallie Willbanks; Dr. Orr,Jeppe arrived from Hack Creek; Henry lost two patients incl. Daniel H. Willbanks whom Warren knew; Sallie Willbanks married Dr. Orr and they have parted; Jeppe made 130 bushels of corn,Sept 1864,1864-09,06-109-P03; 06-109-P04,"Jeppe arrived this evening. He brings no news, left all well on Hack Creek ... Henry has had a gooddeal of practice of late; he has lost two patients, one of them was Daniel H. Willbanks, Warren [[deleted: knows]] [[inserted: knew]] him. Sallie Willbanks married Dr. Orr, and they have parted. / Jeppe gathered his corn before he came down, made a hundred and thirty bushels."
