item	page_id	paragraph_id	source_pdf	scan_page	category	annotation	context	proposed_correction	reviewer_and_date	evidence
04-005-U031	04-005	04-005-P04	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	ould be charged with such good things & no thanks [[illegible]]. [[illegible]] I made out to tell one [[illegible]] the report was true - but S		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U032	04-005	04-005-P04	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	" & no thanks [[illegible]]. [[illegible]] I made out to tell one [[illegible]] the report was true - but She Curled her lip & replied ""Indeed"" "		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U033	04-005	04-005-P04	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	 my sins - I was not aware of being so popular - perhaps its the [[illegible]] the bracing Air dont you think -		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U034	04-005	04-005-P05	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	By the way Since I [[illegible]] many of the Staff the officers of Braggs Army have [[illegible]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U035	04-005	04-005-P05	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	[[illegible]] many of the Staff the officers of Braggs Army have [[illegible]] a considerable [[illegible]] of attention to [[illegible]] - I e		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U036	04-005	04-005-P05	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	ff the officers of Braggs Army have [[illegible]] a considerable [[illegible]] of attention to [[illegible]] - I expect to hear of the [[illegi		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U037	04-005	04-005-P05	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	 have [[illegible]] a considerable [[illegible]] of attention to [[illegible]] - I expect to hear of the [[illegible]] of the Ladies [[illegibl		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U038	04-005	04-005-P05	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	egible]] of attention to [[illegible]] - I expect to hear of the [[illegible]] of the Ladies [[illegible]] - If so I think it would be a damn r		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U039	04-005	04-005-P05	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	llegible]] - I expect to hear of the [[illegible]] of the Ladies [[illegible]] - If so I think it would be a damn reason to raise a Regt & wish		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U040	04-005	04-005-P05	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	se a Regt & wish you to be my Chf of Staff What think you of the [[illegible]].		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U041	04-005	04-005-P06	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	A Corporals guard came my [[illegible]] [[Sunday?]] [[illegible]] I think [[illegible]] I could have mad		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U042	04-005	04-005-P06	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	tentative reading	[[Sunday?]]	A Corporals guard came my [[illegible]] [[Sunday?]] [[illegible]] I think [[illegible]] I could have made up a Compa		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U043	04-005	04-005-P06	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	A Corporals guard came my [[illegible]] [[Sunday?]] [[illegible]] I think [[illegible]] I could have made up a Company. I have use		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U044	04-005	04-005-P06	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	ls guard came my [[illegible]] [[Sunday?]] [[illegible]] I think [[illegible]] I could have made up a Company. I have used the [[illegible]] & 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U045	04-005	04-005-P06	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	nk [[illegible]] I could have made up a Company. I have used the [[illegible]] & Mollie & they think the whole arrangement a fine one - I promi		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U046	04-005	04-005-P06	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	ngement a fine one - I promised my influence upon condition they [[illegible]] be [[illegible]] - I must conclude as my thought is fleeting & [		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U047	04-005	04-005-P06	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	e - I promised my influence upon condition they [[illegible]] be [[illegible]] - I must conclude as my thought is fleeting & [[illegible]] [[il		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U048	04-005	04-005-P06	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	] be [[illegible]] - I must conclude as my thought is fleeting & [[illegible]] [[illegible: approximately one line]]. [[illegible]] them less t		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U049	04-005	04-005-P06	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible: approximately one line]]	le]] - I must conclude as my thought is fleeting & [[illegible]] [[illegible: approximately one line]]. [[illegible]] them less than a bushel with a [[illegible]] that		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U050	04-005	04-005-P06	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	 fleeting & [[illegible]] [[illegible: approximately one line]]. [[illegible]] them less than a bushel with a [[illegible]] that you distribute		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U051	04-005	04-005-P06	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	imately one line]]. [[illegible]] them less than a bushel with a [[illegible]] that you distribute between [[illegible]] & Quincy being Careful		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U052	04-005	04-005-P06	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	s than a bushel with a [[illegible]] that you distribute between [[illegible]] & Quincy being Careful to return an ample amount [[illegible]] A		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U053	04-005	04-005-P06	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	unread writing	[[illegible]]	n [[illegible]] & Quincy being Careful to return an ample amount [[illegible]] Address me at Hempstead Tex Co G Browns Regt. Your Cousin Henry.		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
04-005-U054	04-005	04-005-P07	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	tentative reading	[[Suite?]]	[[margin]] / Sat 30th I am on Lizzie [[Suite?]] & I expect to go to Lancaster tomorrow to hear Mr [[Brown?]] [[i		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
