page_id	source_pdf	scan_page	kind	transcript_blocks	unresolved_items	review_level	editorial_note
05-033	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	33	manuscript	5	1	initial_image_reading	The date on the instrument is 3 February 1851, differing from the preceding label. Some right-hand line ends meet the scan boundary; the incomplete word before “in me” is not reconstructed.
05-034	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	34	manuscript	5	5	initial_image_reading	The docket runs at right angles to the acknowledgment. “to to” is retained as written. The clerk’s middle initial is uncertain.
05-035	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	35	label and envelope	3	1	selected_passages_image_adjudicated_2026_09	The later label, the envelope postmark, and the date of the following letter are transcribed independently; their apparent dates do not all agree.
05-036	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	36	manuscript	5	1	initial_image_reading	The top-margin addition is inverted in the scan and is transcribed after the main text. Image review September 2026. The heading reads Sat literally. The earlier Sep and its expansion to September have been withdrawn; the month is not established by this heading.
05-037	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	37	manuscript	1	2	selected_passages_image_adjudicated_2026_09	The last line is faint and cut by the lower scan boundary. The quoted child’s pronunciation is retained.
05-038	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	38	manuscript	1	1	selected_passages_image_adjudicated_2026_09	A dark blot obscures parts of several right-hand line ends. The uncle’s name is tentative.
05-039	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	39	manuscript	1	4	initial_image_reading	Blotting affects the upper right-hand text. The final “test” reading is uncertain.
05-040	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	40	manuscript	1	4	initial_image_reading	The article title, surname, and meeting place are uncertain; blotting affects the passage about another child.
05-041	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	41	manuscript	1	1	initial_image_reading	The opening does not continue the preceding scanned page’s final sentence; source scan order is retained.
05-042	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	42	manuscript	1	0	initial_image_reading	
05-043	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	43	manuscript	1	0	initial_image_reading	
05-044	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	44	manuscript	2	0	selected_passages_image_adjudicated_2026_09	The opening appears to continue a different leaf from the preceding scan. Source order is retained. Image review supports Chadsey’s as the surname.
05-045	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	45	manuscript	2	0	initial_image_reading	
05-046	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	46	later label	1	1	initial_image_reading	
05-047	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	47	manuscript	2	2	initial_image_reading	No year is supplied in this page’s heading. Several personal names have uncertain letter forms.
05-048	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	48	manuscript	2	6	focused_image_review	The phrase before “of the pleasure” appears to read “no part”; it is marked as tentative. Personal names remain uncertain. The earnings are for pitting fruit.
05-049	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	49	envelope and later label	3	1	initial_image_reading	The envelope is transcribed separately from the attribution on the later label. The postmark’s place name is incomplete.
05-050	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	50	manuscript	1	2	initial_image_reading	An incomplete letter begins mid-sentence. The quoted joke and names are not modernized.
05-051	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	51	manuscript	1	2	initial_image_reading	Page is inverted in the supplied scan. A name or phrase following “sermon from” is obscured at the fold.
05-052	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	52	manuscript	1	1	selected_passages_image_adjudicated_2026_09	Page is inverted and begins mid-sentence; its opening does not continue the preceding scan. Timmons is supported by image review; the other marked name remains uncertain.
05-053	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	53	manuscript	1	1	selected_passages_image_adjudicated_2026_09	This page’s final words appear to continue into scan page 52. The supplied page order is retained.
05-054	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	54	later label	1	0	initial_image_reading	
05-055	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	55	manuscript	5	28	initial_image_reading	The page is heavily darkened, with low contrast and interference from the reverse. Only recoverable text and tentative readings are given. The printed page number is not supplied; the manuscript has “3”. Several continuous passages require renewed examination of the original or a better scan.
05-056	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	56	manuscript	5	23	uncertainty_annotation	Manuscript page numbered 4. Severe darkening and the fold prevent a continuous reading. The signature is tentative in this image; the later identifying slip supplies Fannie separately.
05-057	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	57	envelope and labels	3	1	initial_image_reading	One postmark is readable after rotation; the other impressions are incomplete.
05-058	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	58	manuscript	5	2	initial_image_reading	The song is transcribed from this manuscript, preserving its wording. A cancellation and blot make the end of the “traitors” line uncertain.
05-059	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	59	manuscript	5	17	initial_image_reading	The song ends above a group of much less legible household or shopping notes. The latter are included separately rather than omitted.
05-060	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	60	later label	1	0	initial_image_reading	
05-061	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	61	manuscript	2	0	initial_image_reading	This fragment appears to continue scan page 62. The phrase about leadership is interlinear; its intended insertion point is not entirely clear.
05-062	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	62	manuscript	1	0	initial_image_reading	The closing “and” appears to continue into scan page 61, which precedes this page in the supplied PDF. The reference to “My father” does not by itself identify the writer.
05-063	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	63	later label	1	0	initial_image_reading	
05-064	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	64	manuscript	3	1	selected_passages_image_adjudicated_2026_09	Lineation follows the manuscript verse. Image review supports door in the second stanza; the preceding marked word remains tentative.
05-065	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	65	manuscript	1	0	initial_image_reading	
05-066	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	66	manuscript	4	1	focused_image_review	The sixth line remains a tentative reading. No substitute has been imported from another version of the poem. The closing quotation after “shore” is not visible.
05-067	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	67	manuscript	1	0	initial_image_reading	
05-068	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	68	later label	1	0	initial_image_reading	
05-069	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	69	manuscript	5	0	initial_image_reading	Sheet rotated for reading. Verse is on the right half; docket is on the left.
05-070	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	70	manuscript	3	0	initial_image_reading	Rotated for reading; continues the song on scan page 69.
05-071	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	71	manuscript	6	4	initial_image_reading	Three separate paper fragments are arranged vertically. Several lines are faded. The spatial gaps and fragment boundaries are preserved by labels, without supplying missing verse.
05-072	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	72	manuscript	4	5	initial_image_reading	Three paper fragments; pale ink leaves several uncertain readings. “tallents” is retained.
05-073	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	73	printed form with handwriting and later label	3	4	selected_passages_image_adjudicated_2026_09	The receipt is faded. Its date, rate and balance are less clear than the date on the later label; the label has not been substituted into the uncertain fields.
05-074	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	74	later label	1	0	initial_image_reading	Identifying slip also reproduced in source 03, scan page 2.
05-075	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	75	manuscript	2	0	initial_image_reading	Main text and inverted docket share this scan. They are also reproduced separately in source 03, scan pages 3–4. Right-hand line ends are close to the scan boundary.
05-076	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	76	manuscript	2	0	initial_image_reading	Also reproduced in source 03, scan page 5. A brace groups the names under “Elders”.
05-077	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	77	later label	1	0	initial_image_reading	Identifying slip also reproduced in source 02, scan page 2. The question mark is on the slip.
05-078	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	78	manuscript	2	3	selected_passages_image_adjudicated_2026_09	Also reproduced in source 02, scan page 3. Damaged line beginnings and the torn final word remain unresolved. Continues on scan page 79.
05-079	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	79	manuscript	4	0	initial_image_reading	Duplicate appearance of the sermon continuation in 02-004. Read against this scan; “simple truth” corrects the first reading of 02-004.
05-080	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	80	label	1	0	initial_image_reading	
05-081	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	81	manuscript	6	2	initial_image_reading	Essay. Date is faint; no year is visible.
05-082	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	manuscript	1	40	initial_image_reading	Severely faded and stained writing, apparently prose and verse about friendship. Surviving line divisions are retained here to help locate the extensive unreadable passages. Several entire lines cannot be recovered from this scan. This page requires further reading from a better image or the original.
05-083	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	83	label	1	0	initial_image_reading	
05-084	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	84	manuscript	2	1	initial_image_reading	The correction above “sad” is not securely readable. “Very good” appears below the essay in a different-looking hand.
05-085	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	85	manuscript	2	4	initial_image_reading	Docket runs sideways. The final lines are faded; the sentence cannot be completed securely.
05-086	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	86	label and envelope	2	0	initial_image_reading	The bracketed summary is written on the scanned label; it is not an editorial addition to this edition. Relationship statements in the label should be distinguished from the original letter.
05-087	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	87	manuscript	2	0	initial_image_reading	Continues on the following scan. The tract acreage appears as 230 and later 235 on this page; both readings are retained.
05-088	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	88	manuscript	2	0	initial_image_reading	Continuation of 05-087. Final note and signature are in a different hand from the body, which is marked “Per Ida.”
05-089	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	89	label	1	0	initial_image_reading	
05-090	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	90	manuscript	1	0	initial_image_reading	Unsigned power-of-attorney text. Day and month are unfilled; no witness names appear.
05-091	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	91	label	1	0	initial_image_reading	
05-092	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	92	manuscript	1	0	initial_image_reading	Continues on the following scan.
05-093	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	93	manuscript	2	0	initial_image_reading	Continuation of 05-092.
05-094	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	94	label	1	0	initial_image_reading	
